pdf_file,term,tfidf_score,label
04 - Case-Marking - Syntax.pdf,mother,8.162941415703681,0
04 - Case-Marking - Syntax.pdf,hardegree,8.007602659979986,0
04 - Case-Marking - Syntax.pdf,genitive,7.5129076006813476,0
04 - Case-Marking - Syntax.pdf,every,7.34769313138747,0
04 - Case-Marking - Syntax.pdf,word,7.135349049576622,0
04 - Case-Marking - Syntax.pdf,see,6.982483655389031,0
04 - Case-Marking - Syntax.pdf,reading,6.938109475631042,0
04 - Case-Marking - Syntax.pdf,also,6.9129786823909845,0
04 - Case-Marking - Syntax.pdf,mean,6.689417328129948,0
04 - Case-Marking - Syntax.pdf,marker,6.46618084791776,0
04 - Case-Marking - Syntax.pdf,use,5.990281614969159,0
04 - Case-Marking - Syntax.pdf,marked,5.71763649038954,0
04 - Case-Marking - Syntax.pdf,man,5.700100668761998,0
04 - Case-Marking - Syntax.pdf,passive,5.640429943417616,0
04 - Case-Marking - Syntax.pdf,take,5.411607855649468,0
04 - Case-Marking - Syntax.pdf,phrase,5.3120774151171,0
04 - Case-Marking - Syntax.pdf,appendix,5.154523759672141,0
04 - Case-Marking - Syntax.pdf,argument,5.071556432645921,0
04 - Case-Marking - Syntax.pdf,relational,5.032217978459974,0
04 - Case-Marking - Syntax.pdf,transitive,4.974470996454925,0
04 - Case-Marking - Syntax.pdf,common,4.899381824974178,0
04 - Case-Marking - Syntax.pdf,like,4.89249078006122,0
04 - Case-Marking - Syntax.pdf,two,4.8657311074616265,0
04 - Case-Marking - Syntax.pdf,one,4.86122304486753,0
04 - Case-Marking - Syntax.pdf,english,4.800555618938118,0
04 - Case-Marking - Syntax.pdf,act,4.686644228888647,0
05 - Case-Marking - Semantics (1).pdf,kay,18.190638065618604,1
05 - Case-Marking - Semantics (1).pdf,jay,15.695444347543955,1
05 - Case-Marking - Semantics (1).pdf,type,14.66190485619563,1
05 - Case-Marking - Semantics (1).pdf,semantics,12.730521081839987,1
05 - Case-Marking - Semantics (1).pdf,respect,12.033735149464217,1
05 - Case-Marking - Semantics (1).pdf,following,12.029861027022866,1
05 - Case-Marking - Semantics (1).pdf,every,11.599333292062854,1
05 - Case-Marking - Semantics (1).pdf,example,11.473203251026169,1
05 - Case-Marking - Semantics (1).pdf,case,10.924325242116213,1
05 - Case-Marking - Semantics (1).pdf,kind,10.14225272602286,1
05 - Case-Marking - Semantics (1).pdf,expression,9.364512641302655,1
05 - Case-Marking - Semantics (1).pdf,mother,8.915810779333357,1
05 - Case-Marking - Semantics (1).pdf,chapter,7.509075955319589,1
05 - Case-Marking - Semantics (1).pdf,marking,7.041519146318219,0
05 - Case-Marking - Semantics (1).pdf,lambda,6.939720555189875,0
05 - Case-Marking - Semantics (1).pdf,rule,6.602222978283939,0
05 - Case-Marking - Semantics (1).pdf,woman,6.487144184008419,0
05 - Case-Marking - Semantics (1).pdf,variable,6.4179416402616996,0
05 - Case-Marking - Semantics (1).pdf,genitive,6.399527380961276,0
05 - Case-Marking - Semantics (1).pdf,compositional,6.279171887390056,0
05 - Case-Marking - Semantics (1).pdf,man,6.176860503712442,0
05 - Case-Marking - Semantics (1).pdf,hardegree,6.122279658127884,0
05 - Case-Marking - Semantics (1).pdf,noun,5.705526683499235,0
05 - Case-Marking - Semantics (1).pdf,def,5.65284327894473,0
05 - Case-Marking - Semantics (1).pdf,tree,5.356242462695562,0
05 - Case-Marking - Semantics (1).pdf,father,5.290519581318937,0
05 - Case-Marking - Semantics (1).pdf,reading,5.173506966787077,0
05 - Case-Marking - Semantics (1).pdf,dog,5.0887749646081275,0
05 - Case-Marking - Semantics (1).pdf,lake,4.986009119650415,0
05 - Case-Marking - Semantics (1).pdf,use,4.974514614733336,0
05 - Case-Marking - Semantics (1).pdf,one,4.6338368473676175,0
05 - Case-Marking - Semantics (1).pdf,function,4.512195344536518,0
05 - Case-Marking - Semantics (1).pdf,appendix,4.01352419230976,0
05 - Case-Marking - Semantics (1).pdf,analysis,3.9898978076930383,0
05 - Case-Marking - Semantics (1).pdf,two,3.9143330812461286,0
05 - Case-Marking - Semantics (1).pdf,according,3.858408285842547,0
05 - Case-Marking - Semantics (1).pdf,marker,3.848880363817354,0
05 - Case-Marking - Semantics (1).pdf,marked,3.699266269492736,0
05 - Case-Marking - Semantics (1).pdf,follows,3.6703045429960293,0
05 - Case-Marking - Semantics (1).pdf,killed,3.6096789815387424,0
05 - Case-Marking - Semantics.pdf,kay,18.190638065618604,1
05 - Case-Marking - Semantics.pdf,jay,15.695444347543955,1
05 - Case-Marking - Semantics.pdf,type,14.66190485619563,1
05 - Case-Marking - Semantics.pdf,semantics,12.730521081839987,1
05 - Case-Marking - Semantics.pdf,respect,12.033735149464217,1
05 - Case-Marking - Semantics.pdf,following,12.029861027022866,1
05 - Case-Marking - Semantics.pdf,every,11.599333292062854,1
05 - Case-Marking - Semantics.pdf,example,11.473203251026169,1
05 - Case-Marking - Semantics.pdf,case,10.924325242116213,1
05 - Case-Marking - Semantics.pdf,kind,10.14225272602286,1
05 - Case-Marking - Semantics.pdf,expression,9.364512641302655,1
05 - Case-Marking - Semantics.pdf,mother,8.915810779333357,1
05 - Case-Marking - Semantics.pdf,chapter,7.509075955319589,1
05 - Case-Marking - Semantics.pdf,marking,7.041519146318219,0
05 - Case-Marking - Semantics.pdf,lambda,6.939720555189875,0
05 - Case-Marking - Semantics.pdf,rule,6.602222978283939,0
05 - Case-Marking - Semantics.pdf,woman,6.487144184008419,0
05 - Case-Marking - Semantics.pdf,variable,6.4179416402616996,0
05 - Case-Marking - Semantics.pdf,genitive,6.399527380961276,0
05 - Case-Marking - Semantics.pdf,compositional,6.279171887390056,0
05 - Case-Marking - Semantics.pdf,man,6.176860503712442,0
05 - Case-Marking - Semantics.pdf,hardegree,6.122279658127884,0
05 - Case-Marking - Semantics.pdf,noun,5.705526683499235,0
05 - Case-Marking - Semantics.pdf,def,5.65284327894473,0
05 - Case-Marking - Semantics.pdf,tree,5.356242462695562,0
05 - Case-Marking - Semantics.pdf,father,5.290519581318937,0
05 - Case-Marking - Semantics.pdf,reading,5.173506966787077,0
05 - Case-Marking - Semantics.pdf,dog,5.0887749646081275,0
05 - Case-Marking - Semantics.pdf,lake,4.986009119650415,0
05 - Case-Marking - Semantics.pdf,use,4.974514614733336,0
05 - Case-Marking - Semantics.pdf,one,4.6338368473676175,0
05 - Case-Marking - Semantics.pdf,function,4.512195344536518,0
05 - Case-Marking - Semantics.pdf,appendix,4.01352419230976,0
05 - Case-Marking - Semantics.pdf,analysis,3.9898978076930383,0
05 - Case-Marking - Semantics.pdf,two,3.9143330812461286,0
05 - Case-Marking - Semantics.pdf,according,3.858408285842547,0
05 - Case-Marking - Semantics.pdf,marker,3.848880363817354,0
05 - Case-Marking - Semantics.pdf,marked,3.699266269492736,0
05 - Case-Marking - Semantics.pdf,follows,3.6703045429960293,0
05 - Case-Marking - Semantics.pdf,killed,3.6096789815387424,0
06 - Quantification Reimagined (1).pdf,every,17.94079395525824,1
06 - Quantification Reimagined (1).pdf,ambiguity,15.045488872785448,1
06 - Quantification Reimagined (1).pdf,conjunction,13.68902971691798,1
06 - Quantification Reimagined (1).pdf,example,13.040682047577002,1
06 - Quantification Reimagined (1).pdf,following,12.743379515088446,1
06 - Quantification Reimagined (1).pdf,composition,11.785228817364695,1
06 - Quantification Reimagined (1).pdf,woman,10.96539184553415,1
06 - Quantification Reimagined (1).pdf,type,10.894709000765747,1
06 - Quantification Reimagined (1).pdf,man,10.588831822090327,1
06 - Quantification Reimagined (1).pdf,scope,10.265546397852319,1
06 - Quantification Reimagined (1).pdf,formula,9.670319379669706,1
06 - Quantification Reimagined (1).pdf,derivation,9.548854341608227,1
06 - Quantification Reimagined (1).pdf,compositional,9.533543560568187,1
06 - Quantification Reimagined (1).pdf,quantification,9.455670618810897,0
06 - Quantification Reimagined (1).pdf,expression,9.3516298906193,0
06 - Quantification Reimagined (1).pdf,respect,9.229102696548,0
06 - Quantification Reimagined (1).pdf,rule,8.80808478364107,0
06 - Quantification Reimagined (1).pdf,chapter,8.630779912690548,0
06 - Quantification Reimagined (1).pdf,two,8.483364065818664,0
06 - Quantification Reimagined (1).pdf,junction,7.878304570668989,0
06 - Quantification Reimagined (1).pdf,follows,7.399614267359828,0
06 - Quantification Reimagined (1).pdf,imagined,7.2884298657242015,0
06 - Quantification Reimagined (1).pdf,reading,7.231771803172956,0
06 - Quantification Reimagined (1).pdf,hardegree,7.020190983015004,0
06 - Quantification Reimagined (1).pdf,semantics,7.020190983015004,0
06 - Quantification Reimagined (1).pdf,jay,6.991301674982768,0
06 - Quantification Reimagined (1).pdf,virtuous,6.663271242434895,0
06 - Quantification Reimagined (1).pdf,variable,6.239241355684322,0
06 - Quantification Reimagined (1).pdf,new,6.105973188880932,0
06 - Quantification Reimagined (1).pdf,appendix,6.024428485827913,0
06 - Quantification Reimagined (1).pdf,quantifier,5.96541752197657,0
06 - Quantification Reimagined (1).pdf,phrase,5.802920936113789,0
06 - Quantification Reimagined (1).pdf,operator,5.791156056101598,0
06 - Quantification Reimagined (1).pdf,also,5.653762787784001,0
06 - Quantification Reimagined (1).pdf,sentence,5.632109698933905,0
06 - Quantification Reimagined (1).pdf,kay,5.414876366840994,0
06 - Quantification Reimagined (1).pdf,free,5.374178187217054,0
06 - Quantification Reimagined (1).pdf,set,5.1128965663124815,0
06 - Quantification Reimagined (1).pdf,simplification,5.025852219344921,0
06 - Quantification Reimagined (1).pdf,combining,4.90827155096123,0
06 - Quantification Reimagined.pdf,every,17.94079395525824,1
06 - Quantification Reimagined.pdf,ambiguity,15.045488872785448,1
06 - Quantification Reimagined.pdf,conjunction,13.68902971691798,1
06 - Quantification Reimagined.pdf,example,13.040682047577002,1
06 - Quantification Reimagined.pdf,following,12.743379515088446,1
06 - Quantification Reimagined.pdf,composition,11.785228817364695,1
06 - Quantification Reimagined.pdf,woman,10.96539184553415,1
06 - Quantification Reimagined.pdf,type,10.894709000765747,1
06 - Quantification Reimagined.pdf,man,10.588831822090327,1
06 - Quantification Reimagined.pdf,scope,10.265546397852319,1
06 - Quantification Reimagined.pdf,formula,9.670319379669706,1
06 - Quantification Reimagined.pdf,derivation,9.548854341608227,1
06 - Quantification Reimagined.pdf,compositional,9.533543560568187,1
06 - Quantification Reimagined.pdf,quantification,9.455670618810897,0
06 - Quantification Reimagined.pdf,expression,9.3516298906193,0
06 - Quantification Reimagined.pdf,respect,9.229102696548,0
06 - Quantification Reimagined.pdf,rule,8.80808478364107,0
06 - Quantification Reimagined.pdf,chapter,8.630779912690548,0
06 - Quantification Reimagined.pdf,two,8.483364065818664,0
06 - Quantification Reimagined.pdf,junction,7.878304570668989,0
06 - Quantification Reimagined.pdf,follows,7.399614267359828,0
06 - Quantification Reimagined.pdf,imagined,7.2884298657242015,0
06 - Quantification Reimagined.pdf,reading,7.231771803172956,0
06 - Quantification Reimagined.pdf,hardegree,7.020190983015004,0
06 - Quantification Reimagined.pdf,semantics,7.020190983015004,0
06 - Quantification Reimagined.pdf,jay,6.991301674982768,0
06 - Quantification Reimagined.pdf,virtuous,6.663271242434895,0
06 - Quantification Reimagined.pdf,variable,6.239241355684322,0
06 - Quantification Reimagined.pdf,new,6.105973188880932,0
06 - Quantification Reimagined.pdf,appendix,6.024428485827913,0
06 - Quantification Reimagined.pdf,quantifier,5.96541752197657,0
06 - Quantification Reimagined.pdf,phrase,5.802920936113789,0
06 - Quantification Reimagined.pdf,operator,5.791156056101598,0
06 - Quantification Reimagined.pdf,also,5.653762787784001,0
06 - Quantification Reimagined.pdf,sentence,5.632109698933905,0
06 - Quantification Reimagined.pdf,kay,5.414876366840994,0
06 - Quantification Reimagined.pdf,free,5.374178187217054,0
06 - Quantification Reimagined.pdf,set,5.1128965663124815,0
06 - Quantification Reimagined.pdf,simplification,5.025852219344921,0
06 - Quantification Reimagined.pdf,combining,4.90827155096123,0
07 - Pronouns.pdf,pronoun,40.21689755871847,1
07 - Pronouns.pdf,example,28.80001215457204,1
07 - Pronouns.pdf,respect,24.41367900745631,1
07 - Pronouns.pdf,following,21.798455858381082,1
07 - Pronouns.pdf,jay,20.135207990400907,1
07 - Pronouns.pdf,mother,18.003827710404703,1
07 - Pronouns.pdf,every,16.359299866250534,1
07 - Pronouns.pdf,man,16.203916794668917,1
07 - Pronouns.pdf,reflexive,15.846729724580394,1
07 - Pronouns.pdf,chapter,15.166165130348276,1
07 - Pronouns.pdf,alpha,13.290762196646032,1
07 - Pronouns.pdf,role,12.09225564072217,1
07 - Pronouns.pdf,duplicative,12.024736046561703,1
07 - Pronouns.pdf,compositional,12.019177229180189,0
07 - Pronouns.pdf,semantics,11.716033808613508,0
07 - Pronouns.pdf,hardegree,11.477592117818242,0
07 - Pronouns.pdf,sentence,10.697357144419549,0
07 - Pronouns.pdf,pro,10.198549864094254,0
07 - Pronouns.pdf,virtuous,9.056119220305762,0
07 - Pronouns.pdf,kay,8.669475292290501,0
07 - Pronouns.pdf,demonstrative,8.640375382111188,0
07 - Pronouns.pdf,follows,8.14168357135246,0
07 - Pronouns.pdf,also,7.772495526831506,0
07 - Pronouns.pdf,reading,7.629488451913528,0
07 - Pronouns.pdf,anaphoric,7.623044867145632,0
07 - Pronouns.pdf,derivation,7.4645410794529115,0
07 - Pronouns.pdf,woman,7.263618279205319,0
07 - Pronouns.pdf,treat,6.8717445265797545,0
07 - Pronouns.pdf,note,6.8085805936100785,0
07 - Pronouns.pdf,type,6.640961187637464,0
07 - Pronouns.pdf,account,6.415900871607512,0
07 - Pronouns.pdf,binding,6.2634831310900125,0
07 - Pronouns.pdf,case,6.030261417239185,0
07 - Pronouns.pdf,form,5.924482291343417,0
07 - Pronouns.pdf,ray,5.7675144334016775,0
07 - Pronouns.pdf,antecedent,5.633415853065895,0
07 - Pronouns.pdf,phrase,5.615365338349841,0
07 - Pronouns.pdf,ref,5.542902647270914,0
07 - Pronouns.pdf,one,5.406878036880001,0
07 - Pronouns.pdf,bound,4.993443196990329,0
08 - Indefinite Noun Phrases.pdf,dog,34.45546714846071,1
08 - Indefinite Noun Phrases.pdf,following,23.405786684132117,1
08 - Indefinite Noun Phrases.pdf,example,22.243401316086587,1
08 - Indefinite Noun Phrases.pdf,jay,17.51218584466999,1
08 - Indefinite Noun Phrases.pdf,phrase,16.771372655074636,1
08 - Indefinite Noun Phrases.pdf,reading,16.130043242435878,1
08 - Indefinite Noun Phrases.pdf,every,15.018432518983248,1
08 - Indefinite Noun Phrases.pdf,owns,14.959829259162094,1
08 - Indefinite Noun Phrases.pdf,noun,14.321746233981042,1
08 - Indefinite Noun Phrases.pdf,indefinite,13.916289467599873,1
08 - Indefinite Noun Phrases.pdf,man,13.587888889114055,1
08 - Indefinite Noun Phrases.pdf,chapter,12.27451961448055,1
08 - Indefinite Noun Phrases.pdf,also,11.005376108756904,1
08 - Indefinite Noun Phrases.pdf,one,9.588321920381803,0
08 - Indefinite Noun Phrases.pdf,woman,9.584313655347204,0
08 - Indefinite Noun Phrases.pdf,sentence,8.957624129132528,0
08 - Indefinite Noun Phrases.pdf,pronoun,8.88520667024137,0
08 - Indefinite Noun Phrases.pdf,compositional,8.794541529035934,0
08 - Indefinite Noun Phrases.pdf,semantics,8.597237869583866,0
08 - Indefinite Noun Phrases.pdf,entity,8.565008621499858,0
08 - Indefinite Noun Phrases.pdf,quantifier,8.559660641174474,0
08 - Indefinite Noun Phrases.pdf,hardegree,8.19619210513571,0
08 - Indefinite Noun Phrases.pdf,respect,7.960169607583716,0
08 - Indefinite Noun Phrases.pdf,derivation,7.907168997481036,0
08 - Indefinite Noun Phrases.pdf,feed,7.803074189792974,0
08 - Indefinite Noun Phrases.pdf,type,7.70377213117082,0
08 - Indefinite Noun Phrases.pdf,inps,7.648466250767075,0
08 - Indefinite Noun Phrases.pdf,see,7.63123799096765,0
08 - Indefinite Noun Phrases.pdf,scope,7.070930954143337,0
08 - Indefinite Noun Phrases.pdf,wide,6.8637572795268476,0
08 - Indefinite Noun Phrases.pdf,sum,6.654170198656821,0
08 - Indefinite Noun Phrases.pdf,like,6.601676740734303,0
08 - Indefinite Noun Phrases.pdf,consider,6.5806005784552415,0
08 - Indefinite Noun Phrases.pdf,promotion,6.440546624810612,0
08 - Indefinite Noun Phrases.pdf,particular,6.425132228844607,0
08 - Indefinite Noun Phrases.pdf,looking,6.336633985297917,0
08 - Indefinite Noun Phrases.pdf,account,6.274367864441884,0
08 - Indefinite Noun Phrases.pdf,generic,6.255208941089664,0
08 - Indefinite Noun Phrases.pdf,mother,6.103298881716138,0
08 - Indefinite Noun Phrases.pdf,follows,6.076947539810438,0
09 - Number.pdf,number,26.85454501998225,1
09 - Number.pdf,one,23.82379999202369,1
09 - Number.pdf,following,22.64975035050901,1
09 - Number.pdf,example,22.22014520845534,1
09 - Number.pdf,dog,20.644846836670126,1
09 - Number.pdf,word,20.26042725018433,1
09 - Number.pdf,two,20.126805364149337,1
09 - Number.pdf,etc,18.609941270905466,1
09 - Number.pdf,three,17.34919866138338,1
09 - Number.pdf,noun,17.17197301750225,1
09 - Number.pdf,many,16.562330814823543,1
09 - Number.pdf,semantics,15.373807949045238,1
09 - Number.pdf,chapter,13.969956737739599,1
09 - Number.pdf,measure,13.81443813672493,0
09 - Number.pdf,count,13.790561941680423,0
09 - Number.pdf,also,13.40522654529681,0
09 - Number.pdf,entity,12.844849651172385,0
09 - Number.pdf,exactly,12.323976841240976,0
09 - Number.pdf,set,11.703436607687202,0
09 - Number.pdf,numeral,11.009744656461896,0
09 - Number.pdf,plural,10.799072689393718,0
09 - Number.pdf,least,10.311132089099637,0
09 - Number.pdf,compositional,9.991113449539426,0
09 - Number.pdf,hardegree,9.991113449539426,0
09 - Number.pdf,pair,9.445951191679693,0
09 - Number.pdf,mass,9.004811321322167,0
09 - Number.pdf,account,8.991855443448129,0
09 - Number.pdf,semantic,8.955595556237004,0
09 - Number.pdf,atomic,8.80170641641043,0
09 - Number.pdf,see,8.667098101853117,0
09 - Number.pdf,follows,8.571830872963396,0
09 - Number.pdf,woman,8.516819568671712,0
09 - Number.pdf,zero,8.492650805208143,0
09 - Number.pdf,sentence,8.28041742316589,0
09 - Number.pdf,adjective,7.984206864468336,0
09 - Number.pdf,counting,7.86615213693787,0
09 - Number.pdf,derivation,7.634245136943587,0
09 - Number.pdf,first,7.578399214104212,0
09 - Number.pdf,section,7.286607573771728,0
09 - Number.pdf,type,6.94039626694437,0
10 - Finitary Junctions.pdf,junction,13.878206114615116,1
10 - Finitary Junctions.pdf,following,13.127453369093752,1
10 - Finitary Junctions.pdf,operator,11.281104835251572,1
10 - Finitary Junctions.pdf,type,10.983445883367057,1
10 - Finitary Junctions.pdf,finitary,10.846474073664114,1
10 - Finitary Junctions.pdf,chapter,8.824629259558945,1
10 - Finitary Junctions.pdf,binary,8.23973975336425,1
10 - Finitary Junctions.pdf,hardegree,8.1618679812183,1
10 - Finitary Junctions.pdf,compositional,8.048565853999294,1
10 - Finitary Junctions.pdf,xor,7.999919486132845,1
10 - Finitary Junctions.pdf,dog,7.976338186229682,1
10 - Finitary Junctions.pdf,semantics,7.722412949498091,1
10 - Finitary Junctions.pdf,example,7.298798308671372,1
10 - Finitary Junctions.pdf,either,7.285653877597724,0
10 - Finitary Junctions.pdf,follows,7.226866790948178,0
10 - Finitary Junctions.pdf,set,6.745965375711183,0
10 - Finitary Junctions.pdf,jay,6.406382803905098,0
10 - Finitary Junctions.pdf,composition,5.774644261871087,0
10 - Finitary Junctions.pdf,product,5.738432578322589,0
10 - Finitary Junctions.pdf,kay,5.363686551497441,0
10 - Finitary Junctions.pdf,cat,5.0305914160464456,0
10 - Finitary Junctions.pdf,pet,4.942341122719512,0
10 - Finitary Junctions.pdf,also,4.897366588796226,0
10 - Finitary Junctions.pdf,free,4.795239977533526,0
10 - Finitary Junctions.pdf,derivation,4.60628596904149,0
10 - Finitary Junctions.pdf,phrase,4.389387120824184,0
10 - Finitary Junctions.pdf,every,4.381636387483252,0
10 - Finitary Junctions.pdf,notation,4.097701961437448,0
10 - Finitary Junctions.pdf,simplification,4.051324258177882,0
10 - Finitary Junctions.pdf,etc,3.9522113805292625,0
10 - Finitary Junctions.pdf,reading,3.8551812069678952,0
10 - Finitary Junctions.pdf,problem,3.7752190579618197,0
10 - Finitary Junctions.pdf,expression,3.764891629621948,0
10 - Finitary Junctions.pdf,propose,3.693221566343919,0
10 - Finitary Junctions.pdf,one,3.6893094313838186,0
10 - Finitary Junctions.pdf,quantifier,3.6785874946133648,0
10 - Finitary Junctions.pdf,mean,3.4593361624090333,0
10 - Finitary Junctions.pdf,anadic,3.453725678279407,0
10 - Finitary Junctions.pdf,two,3.3948174063204974,0
10 - Finitary Junctions.pdf,variable,3.387808018951934,0
11 - Definite Descriptions (1).pdf,following,23.27239902818454,1
11 - Definite Descriptions (1).pdf,description,23.209832873861895,1
11 - Definite Descriptions (1).pdf,dog,22.436049527131132,1
11 - Definite Descriptions (1).pdf,example,20.47135711059946,1
11 - Definite Descriptions (1).pdf,account,19.280514789283544,1
11 - Definite Descriptions (1).pdf,definite,17.62801153445603,1
11 - Definite Descriptions (1).pdf,virtuous,15.571590952015944,1
11 - Definite Descriptions (1).pdf,chapter,13.104075890334851,1
11 - Definite Descriptions (1).pdf,noun,13.010917127659294,1
11 - Definite Descriptions (1).pdf,jay,12.780537322302825,1
11 - Definite Descriptions (1).pdf,eye,12.58944021041603,1
11 - Definite Descriptions (1).pdf,derivation,12.356552142840759,1
11 - Definite Descriptions (1).pdf,phrase,11.781121773031812,1
11 - Definite Descriptions (1).pdf,semantic,11.75342027818955,0
11 - Definite Descriptions (1).pdf,also,11.536083199363354,0
11 - Definite Descriptions (1).pdf,reading,11.311688296746928,0
